5.27,8.37
6.49,8.64
6.91,6.6
6.12,1.23
5.76,1.07
0.06,8.65
3.71,8.15
-0.22,1.49
0.92,1.77
5.39,9.23
0.53,1.44
4.81,7.33
0.95,5.69
0.59,1.72
4.92,1.09
0.18,5.24
0.18,9.58
1.79,0.58
9.24,1.53
5.03,3.32
9.8,8.65
8.29,3.07
4.76,1.19
7.54,5.84
4.62,5.55
8.81,9.14
7.65,7.58
-0.7,1.24
1.86,8.69
-0.06,1.06
7.44,7.44
6.56,3.66
8.38,7.76
5.45,9.76
6.8,1.28
1.8,6.82
0.29,8.35
4.04,1.68
1.26,0.82
8.24,7.94
-0.48,8.12
8.99,1.92
0.22,2.27
2.5,3.62
3.86,6.06
6.4,4.28
2.69,4.68
8.23,4.12
3.73,5.33
3.11,7.7
7.35,1.62
0.75,6.73
8.74,3.38
9.13,3.37
8.58,9.81
9.59,6.49
9.16,5.46
0.72,3.46
2.59,1.74
7.29,7.82
4.68,2.09
3.94,4.64
9.12,5.4
1.87,6.05
6.27,6.91
9.54,1.77
2.89,3.39
0.58,7.55
5.72,0.46
9.61,7.47
7.97,5.41
4.83,3.8
2.39,2.99
5.96,9.72
0.5,6.68
1.41,1.11
3.2,9.1
2.32,7.53
6.05,5.43
2.07,7.11
2.66,8.43
-0.64,5.27
-0.47,8.92
1.53,6.43
5.65,3.4
8.51,4.51
6.98,2.42
0.75,5.76
9.5,6.88
0.13,8.98
8.33,1.97
4.53,8.91
4.96,4.56
7.06,5.37
4.51,1.11
6.21,0.39
9.65,4.17
1.37,1.95
3.47,8.08
4.57,3.57
9.65,6.71
7.93,8.19
9.36,5.55
-0.16,5.19
0.48,3.14
8.68,0.5
7.57,5.45
-0.07,9.82
5.34,9.55
0.85,0.31
2.47,4.06
5.71,6.12
2.12,5.41
5.93,3.92
7.65,9.46
8.95,5.52
0.17,7.74
5.16,0.97
3.32,5.52
6.24,2.24
9.74,5.07
4.37,4.05
0.38,7.05
3.69,2.74
9.08,1.58
9.05,7.87
-0.03,6.17
2.36,6.01
2.2,5.7
3.21,7.68
5.93,5.52
7.6,1.16
7.0,1.32
0.05,7.35
3.52,0.97
2.55,9.55
2.66,9.16
-0.43,5.62
8.66,0.88
0.49,8.18
8.84,0.78
7.61,1.87
5.76,4.32
8.39,8.12
-0.68,5.03
9.6,4.2
1.74,4.71
1.08,5.44
8.05,8.32
2.55,1.61
8.22,5.26
1.9,6.88
5.35,6.8
5.48,9.72
-0.11,9.76
1.85,6.56
-0.42,8.32
8.48,4.99
0.22,3.17
7.62,0.26
8.62,1.62
3.22,2.19
1.44,8.28
-0.39,6.98
3.54,7.36
8.04,3.2
8.17,6.59
2.91,7.54
3.75,2.33
9.1,1.47
1.91,8.03
0.52,0.19
3.38,3.32
1.48,3.15
1.24,9.68
0.11,7.07
8.02,5.9
1.71,9.85
5.86,7.96
4.24,0.15
6.14,6.29
-0.73,0.92
8.76,4.26
9.43,9.23
1.13,9.42
7.21,3.49
6.69,3.18
1.25,3.08
1.64,4.6
4.92,9.13
2.16,8.13
2.26,8.26
1.65,6.94
0.52,9.17
6.68,5.11
6.37,3.53
3.91,7.99
9.36,2.21
2.84,0.12
9.17,8.63
4.74,1.46
3.73,6.21
4.86,5.51
2.5,8.13
5.25,0.28
4.22,4.61
-0.24,4.98
0.12,4.7
0.34,3.68
4.27,3.46
6.85,4.61
5.4,7.12
2.94,9.85
8.17,1.04
2.51,6.3
6.84,4.5
-0.39,7.63
6.89,8.89
-0.66,5.22
3.45,2.75
9.51,3.57
5.3,1.32
5.45,8.04
-0.6,4.91
2.54,6.06
6.58,2.49
7.93,1.88
6.36,0.91
0.1,5.69
9.04,6.9
0.31,4.48
3.48,7.5
0.97,5.43
8.56,6.17
1.88,8.8
4.92,0.53
4.35,9.73
-0.25,6.88
5.51,4.17
9.16,1.58
8.44,2.37
6.07,2.73
3.82,7.68
9.77,0.99
2.03,3.86
-0.77,6.33
0.37,3.24
6.44,7.69
3.91,4.24
7.07,5.49
7.39,9.92
8.06,4.17
7.12,8.63
6.11,2.58
9.42,7.15
7.84,2.95
5.2,5.53
-0.45,2.55
2.25,9.31
6.77,3.23
0.3,9.97
7.64,9.17
-0.68,1.81
2.94,0.29
1.25,6.4
0.57,7.73
8.74,8.36
2.83,5.16
5.6,6.86
9.06,0.29
8.51,2.3
1.3,6.59
6.28,9.65
7.97,1.03
5.41,6.24
3.76,2.56
-0.13,9.79
8.22,1.43
0.32,5.59
7.33,6.26
3.28,6.61
5.21,3.2
6.78,3.07
-0.77,0.76
4.75,2.49
-0.56,1.53
2.84,1.13
-0.64,6.35
3.31,1.73
9.06,4.13
-0.48,8.63
6.41,7.93
7.73,0.72
2.97,2.49
1.95,5.06
4.89,9.56
9.64,2.83
4.78,5.07
8.7,7.99
9.37,3.34
9.44,0.79
2.8,6.0
-0.66,7.13
5.21,4.83
4.17,9.37
3.24,0.58
8.01,3.46
9.44,5.6
0.8,0.24
-0.52,4.06
4.61,6.05
5.06,7.91
2.39,1.46
7.05,4.86
9.55,5.47
6.22,4.25
0.68,4.99
7.88,0.92
9.27,5.88
4.58,8.02
9.52,5.68
6.87,9.7
6.43,3.5
2.47,3.53
7.32,9.4
1.53,9.15
2.75,8.52
-0.59,2.8
5.44,6.12
0.74,4.23
4.25,8.77
8.16,6.26
8.37,7.11
0.38,9.53
5.5,5.46
2.67,8.15
6.59,2.82
3.0,9.7
4.68,7.52
7.48,9.74
0.32,2.18
4.19,0.99
2.37,0.47
3.67,5.46
9.32,6.29
2.51,7.16
0.81,9.1
2.17,0.81
7.08,4.93
3.36,9.68
4.75,8.12
3.77,6.32
3.72,3.01
8.18,1.08
6.61,8.07
4.85,6.24
8.82,5.67
5.4,7.6
4.28,3.28
2.12,5.03
3.04,3.0
7.97,1.48
7.54,4.13
5.5,1.3
-0.44,3.7
2.63,1.58
5.22,2.19
8.74,7.26
6.39,8.46
6.25,3.33
4.05,1.82
0.57,9.15
7.84,3.79
1.92,5.99
9.56,8.86
-0.17,6.07
6.48,3.66
2.14,4.75
7.03,8.1
0.5,5.61
8.13,4.99
1.16,9.51
-0.72,7.78
-0.31,7.88
-0.57,9.56
8.67,0.8
8.5,7.74
4.96,8.13
3.23,0.66
-0.32,5.26
6.78,2.04
4.87,8.38
2.09,1.5
1.9,9.02
-0.29,5.38
1.48,5.17
6.95,2.97
7.6,8.08
7.2,0.57
-0.45,5.57
9.33,6.56
8.71,8.11
2.9,4.03
1.43,5.48
9.58,2.12
5.72,4.75
9.46,5.4
1.2,0.34
-0.77,0.54
3.71,7.83
8.32,6.79
2.57,5.97
7.33,4.4
1.76,1.4
3.08,6.38
1.63,3.18
6.43,9.47
4.06,9.36
4.68,4.16
7.56,8.35
2.81,5.38
8.82,0.53
8.7,8.51
8.54,8.71
2.14,9.17
4.08,7.0
7.27,6.97
2.63,2.6
4.14,0.79
7.33,1.98
2.83,0.27
5.92,0.23
-0.64,0.83
1.17,0.55
2.17,1.63
4.83,8.39
2.46,4.52
4.16,9.19
9.61,7.6
1.83,6.73
7.44,5.81
9.52,7.11
6.82,3.05
4.81,4.62
8.68,7.34
0.15,1.95
5.64,4.98
-0.78,5.66
5.54,0.24
0.15,9.8
7.37,6.85
4.02,1.68
3.98,6.62
7.51,7.22
3.95,1.42
7.95,0.12
5.23,9.23
1.43,7.42
3.85,3.02
8.38,1.46
0.62,7.08
7.41,4.19
0.19,2.71
5.54,2.33
5.02,5.43
8.17,7.59
9.46,1.11
8.18,1.3
1.8,5.4
9.45,9.4
4.51,4.73
4.96,9.92
7.31,3.98
8.58,4.93
7.99,1.33
4.68,2.51
6.58,0.13
8.99,4.69
5.44,5.75
5.76,5.92
0.32,6.01
7.48,5.84
3.52,5.69
1.18,8.37
6.99,7.88
-0.51,7.87
